title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
李天一,rap,Young Peach,2014,346,{},"Chorus：
我的生活是场游戏
叫我李天一
爱上王李丹尼
老子一路向西
Call Me Young Peach
Shawty Wanna Eat Me
兑上一杯大力
哈哈，I’m so Trippy

Verse：
我的人生就像电影情节起伏充满陷阱
你的职业生涯被我画上逗号走向句点
Money is my motivation, haters got me motivated
糖浆把我神经麻痹，I’m so motherfuckin’ faded
金链子，小手表，开跑车，夹小包，饶舌圈里的李天一
喝酒，飚车，打人，飞叶子，KTV，爱占小姑娘的便宜
每天花天酒地赚大钱数大钱Hater们全部都气死
证人全翻口供因为我讲义气，老子我从来不snitch
白宝山白宝山一般的kill，塔利班塔利班一般的blow
金发小妞，黑发小妞，范冰冰范冰冰一般的Hoe
Fuck wit Me，我会把你清除就像东莞扫黄
我会让你永远消失就像马航
Chorus：
我的生活是场游戏
叫我李天一
爱上王李丹尼
老子一路向西
Call Me Young Peach
Shawty Wanna Eat Me
兑上一杯大力
哈哈，I’m so Trippy

Verse 2：
开启飞行模式我在飞机上面打着飞机
我没空减肥，我的钞票就像脂肪一样堆积
Young Peach，Young Lord，Young暴发户，everybody know
Haters就像46500除以186
我的出现惊天动地就像08年的汶川
我家摆满唐代出土瓷杯进口波斯地毯
Bitchez就像伊利瓶装让我插进我的吸管
酒色财气每天生活像李天一一样糜烂
我的舌头的律动就像湿疣一样尖锐
Rest in Beats，在音乐里BANG BANG让你们先睡
2 Chainz，2 Rings，2 Foam Cups
I got a bad bitch 42 cups

Chorus",466990,zh,zh,zh
Toms sale 1東西檢,rap,Nihaonice2,2014,4,{},"經典女裝湯姆斯風格為你
當涉及到T卹總理高品質的設計則宗教服裝品 牌的名字來源於中名列前茅。該品牌服裝的是，在整個市場非常有名的。該品牌已分階段的數量青睞，在市場上的知名度。所有的男性想使他們選擇了從品牌，是宗教T卹的T卹穿一雙好夢幻般的T卹。這也因此最喜歡的T卹品牌在全球各地。每個人都願意流連的最新趨勢，一個驚人的身體穿上。所有的馬喬想一件事，從不同的普通樣式的T卹的休息。這將特定打動你的小組提供了通用的類型。

有信心，1月是象徵新的開始，這就是為什麼那麼我們幾個掛我們的自我完善申請12個月的起點。但作為牧師貝琪Scheuerman統一世界海洋縣眾的，在湯姆斯店，指出在這個月的社群，我們有新的開始，選擇並從所有年選擇。我們中有些人將慶祝生活的新生，在春分或復活節，例如。我們中有些人會在猶太人和伊斯蘭傳統慶祝新建12個月下滑。

多諾弗里奧說，拖網調查，獲得大量的青少年weakfi​​sh在2英寸到3英寸的選擇，但他們沒有把它走向成熟，達到由於從角鯊和鱸魚的競爭對手。

經過週一2 rainouts，昨天的常規有五個總對決。這一天開始交叉安慰的遊戲，如在線湯姆斯結束了他們跑了10大勝沙特阿拉伯宰赫蘭。沙特結束的比賽被打出41 toms shoes - 三視頻遊戲之後。

尋找一件衣服是足夠優雅隨時隨地打扮在任何時間呢？如果是這樣，那麼你需要一個黑色的黛安·馮芙絲汀寶的衣服穿著。無論你要請客吃飯，一個奢侈的晚會或只是一個與朋友聚會，可以穿這件衣服，覺得太神奇了。不管你是什麼風格或形式;你會在一個位置，露出完美的黑色禮服，只為你。它可以讓你真正感到有信心，因為它是非常瘦身，也會讓你顯得與眾不同。

如果你想存儲在網絡上，你可以找到一些精彩的優惠券代碼為你最喜歡的 鞋店。這些數字和你輸入你簽字母的簡單代碼。商店這種作為的Havaianas有夢幻般的在互聯網上的降價代碼，可以給你一個折扣百分比的獲取或成本免費送貨。湯姆斯鞋提供了相同的夢幻般的節約成本，正確的代碼。 toms sale 1東西檢查是讓自信在互聯網上的優惠券代碼沒有過期，就像你在使用優惠券在雜貨店。
自律的眾多禮品
一個是問責制的自由。再次，矛盾，但保持開放的思想。從我的導師眾多衍生了無數有益的見解是獲取資源（教育，技術精湛，與財政）目前負責與人民共享資源的喜悅。不久前，我發現自己的可能性和問責制，以促進新家庭的啟動和維持。雖然我家裡的其他人繼續這些年輕個體的很長一段時間的幫助，我現在是在令人羨慕的位置，包括其出色的功能和意圖。

這是至關重要的，讓您的員工和客戶知道，當你的第一個開始你的草坪護理組織你的工作，以回饋當地社區和個人的需要。如果你這樣做，你會在適當的軌道目前正在盈利的草坪護理市場，公司和生活。
體育用品商店，湯姆斯鞋優惠券代碼",506125,zh,zh,zh
Palette 調色盤,rap,Joey Huang,2014,839,{},"[verse 1: 就已]
東方露出魚肚白 朝陽一出來
光線鑽過窗簾防線過濾出來
一如西湖的文人最純真的筆觸
我為迷霧中 藕色的天做筆錄
雲是懸掛上空棉花糖
它變化像一面畫像 引人一點遐想
畫框湛藍的背景 令人想參觀
看看畫內淡淡的山嵐 和花卉斑斕
草地上的漸層 從草綠變成墨綠
叢生的茉莉 像早期眷村牆上的潑漆
最後悔的是最美的日子沒位子
所以提早去找祈禱會遇到玫瑰紫的花海
亦或是異國蔚藍的大海
灰暗的悲歎從黑鬱鬱山坡滾下來
湖光山色的美景適合騎單車去玩樂
別耽擱 這獨特湖色 多麼難得
檸檬黃 蘋果綠
我心中想 和自然培養新默契
臉上的暈紅像搽了硃紅胭脂
皮膚曬得古銅色早已無從掩飾
我乘風飛著 天藍天空成功背著
橙紅到灰赭 大地尊榮的配色
我醉了 深紅到黑褐 我已目眩神迷
凸顯神奇的美感 我逐漸沈迷

[hook: 就已]
紅橙黃綠藍靛紫
編織七彩的鏈子
Colors in the sky, colors in your sight
Paint your palette with colors of colorful life


[verse 2: 就已]
青黯的霉苔陪青蒜和銀杉
在今晚回來 從青山登上雲端
在金黃的地面 吃青醬蛤蜊麵
這感覺像活在滎陽的帝苑
黧黑竹青桃紅橙黃酒紅紫色
低迴無垠高空分享兜風之樂
空氣 的蔥綠 將想法 給氧化後
已難以辨認白千層的眼神暗示
也許算是淺褐白色的快樂在這滿是
罌粟的領土別禁錮著心腹的情愫讓幸福來進駐內心處
的拼圖 我easily拿tiffany藍吸塵器來吸這地表地痕跡
鴿灰的石牆 上方琥珀色的夕陽 上古著作的巨匠 上演烏托邦的劇場
夸父狂奔 追逐黃昏 跑步聲和著閃著鵝黃的路燈
夜幕降下 眼前黑似瀝青 all black everything 夠細心才能和星星邂逅
接收滿天星斗 星空black and yellow 遼闊沒盡頭
簫聲如怨如慕 如泣如訴如故 夜景 如詩如畫 我如此如痴如醉

[hook: 就已]",653292,zh,zh,zh
假話,rap,MC Double 8,2014,369,"{""Joey Huang""}","[Verse 1: MC Double 8]
越來越多好友 卻沒人來找我
但那不是因為保守 只是小丑
的包裝 總是讓人期待帶來歡笑
當你卸妝後人群散去場子乾掉
刪掉人際關係 我走不出去
孤立自己 記錄那狀態獨自哭泣
我狐疑 我想過 如何逃出網絡
講究社交的世代還有什麼可以掌握
交友管道變多 但溝通方式變少
不會思考變通 習慣用手機和電腦
有趣的是科技使人躲避
憂鬱或憤怒用打字如何知道口氣
早分不清 誰再說真話 誰在說假話
誰是真心交陪誰再跟你ㄅㄨㄚㄋㄨㄚˋ
你思考對面的老朋友到底熟不熟悉
卻又下意識地低頭假裝滑手機



[Hook: MC Double 8 & 就已]
說著假話 生活中不斷反覆
戴著面具 你越來越沒感觸
沒法認清 誰對你付出真心
聽得見假話 聽不見心底的聲音


[Verse 2: 就已]
行動電源帶著 朋友在眼前你只在意他的熱點在不在這
踩著單車 一手卻翻動態更新到成癮和人的關係沒更近
朋友的壞心情不在你管轄的範圍 卻佯裝關心的模樣留下官腔的安慰
假的讚美每張照片都說人帥真好 有破百讚的大頭貼但知心朋友真少
假話 是流行語言通用 於各大網站 在聊天視窗上演攻防戰
防範對方破解深埋文字背後的情緒 輸入摁 其實否定在心裡
習慣對話格式 用假 話彼此測試對話和貼圖一堆從沒說 過心裡的事
擱置對話的方式 安安靜靜的消失 跳過已讀陷阱才是最聰明的招式




[Hook : MC Double 8 & 就已]
說著假話 生活中不斷反覆
戴著面具 你越來越沒感觸
沒法認清 誰對你付出真心
聽得見假話 聽不見心底的聲音



[Bridge]
A:欸我是就已 妳好
B:我先去洗澡
A:妳明天有沒有空
B:可是我 今天有點頭痛
A:那至少吃個晚餐
B:我有點累 晚安
A:吃個晚餐而已 幹嘛那麼不屑
A:妳為什麼還是已讀不回


[Verse 3: MC Double 8]
窗外下著綿綿細雨 窗內開派對
和誰說了甜言蜜語 和誰搞曖昧
所有話語都訴諸於文字
像是人質囚禁在這虛擬的城市
在臉書打卡拍照 設穩交比誰威風
想歸功於好友 卻變成追蹤者
我瘋了 拘泥在電腦螢幕
何時能領悟 臉書無法傳達的情愫


[Verse 4: 就已]
按讚並不等於認同
動態沈痛的字句還是沒人懂
好友愈多 就愈多事不能講
設定了隱私 抱歉 有些事不能分享
把心事憋著 貼文寫著假話覺得
人際關係 fucked up 你覺得哀傷
你太忙 同學會你不能來到現場
都約不到你 但你還在線上",653296,zh,zh,zh
方向,rap,PenSoul,2014,190,"{""Joey Huang"",""DJ Kool Klone""}","[Verse 1: PenSoul]
抑鬱還在繼續 不曾離去
種種際遇令我不勝唏噓 就像是被打入地獄
多渴望 能把負面的情緒都變期許
我奢望 耳邊不再響起藍色練習曲
因為幻聽 使我扭曲他人關心
想被喚醒 苦苦等待醍醐灌頂
沒生活重心 沒憧憬 沒衝勁
只有煩悶源源不絕地供應
能撐到現在我覺得是種榮幸 但不幸的是
用苟延殘喘的方式過下去談何容易
愁雲慘霧籠罩 上緊的發條都鬆掉
腦袋空掉 我都快瘋掉
佯裝鎮定的神情我已經成癮
沒有本領做出成績所以只能沉寂
像被反鎖在冷凍庫 這感覺很恐怖
現實一再控訴 我不想再重複
願上帝祂賜予我力量與啟發
讓我的內心不再感到懼怕

[Hook: Cuts by D.J. Kool Klone]


[Verse 2: 就已]
在此故事的開始 那個固執的孩子
還是在失敗制裁之後孤注一擲
他說孤獨是一時
付出即使付諸流水其實
也不畏懼 那唯一 被廢棄 的回憶
在隨機地 墜地後 堆積
也不對其退避三舍 看著湛藍的天空
再看看地下 他潸然涕下
思緒漫游腦海中 沒有秩序亂流著他還不太懂
在無奈中 他失憶似地在日記拾起
自己殘留的煩憂 然後難受的顫抖
沒人懂得吧? 鏡子裡的他反映自己特大的心事記得嗎
硬是記著 而且格外清晰
興起的情緒沒法平息 他只能盡力擱在心底


[Hook: Cuts by D.J. Kool Klone]


[Verse 3: 就已]
兩個彷徨的靈魂在城市相撞
小巷相向而行 心情向量指向
相像的方向 或該說漫無目的
丈量想像的藍圖 從此不孤寂
兩人一見如故 感慨著相知恨晚
談話中不見束縛 難捱的傷彼此分擔
在幾個感性的夜裡他們談到未來
承諾各奔東西之後仍然要回來

[Verse 4: PenSoul]
我說別擔心別自找罪受
他說放寬心你只要退後
心底不再難受 煩憂不再殘留
像顆籃球自三分線外出手但卻從容不迫
信心漸漸足夠 心境有了突破
相知相惜理解彼此訴求
感謝那一晚的促膝長談
讓往後的路途走起來不再茫然",653304,zh,zh,zh
史詩 An Epic,rap,Soft Lipa,2013,1759,{},"這首詩 寫在十年前的某個凌晨四點
顏社工作室 你一個人的時間
安靜的黑夜該算今天或明天
捲起一根菸 面對又要逼近的期限
如果你忘記 我幫你做個提醒
你這時 正在醞釀 一張很屌的專輯
來自最大管的團體
需要的只是時間不是指點
批評什麼 我才不管你

疏遠了所有人際關係 我沒有空
什麼都沒了那也沒關係 我還有夢
當初玩饒舌 只想掙脫束縛和期待
但現在卻意外 比過去扛得重
最後一次點火突然懂了所謂菸到盡頭
當我無技可施忘掉一切放手一搏
如果這是 我此生寫的最後一首饒舌歌
那我該如何記載呢

於是我找了鼓 找了你會中的 sample
原曲可能是 1999 年你最愛的一首
那時你甚至還沒饒舌夢
過兩年你才開始寫歌
寫到現在是個饒舌歌手
能幫你把這首歌
做成你最愛的樣子
你最愛的 Beat and Flow
或許十年後還是這樣子
聽到 Hip Hop 還想跟著點頭
希望你聽到現在 頭早就跟著點
想起二十年前為什麼會玩饒舌
為什麼逃家 又為什麼重考呢
想起一路走到這裡 你值得為自己驕傲
但未來的路怎麼走 我不免感到焦躁
總是緬懷過去 你很少想以後
用饒舌寫備忘錄我必須自己做
讓以後世界發現以前台灣也有這種音樂
我可以 you gotta believe me

你應該38了
如果我能改變了什麼 你應該算是發了
你是否還在吃藥
是否回到中間值或瘋癲到讓人恥笑
那你爸媽呢 是否簽了離婚同意書
你是否有把他們跟他們的故事都記住
希望能讓他們不再因為沒錢不快樂
是我這時的願望 希望你早做到了

還有以前那些 玩音樂的朋友
不管在做什麼應該各有各的成就
如果還有連絡 請幫我問候他們
你在我這樣的歲數是跟他們一起混
對了 我很抱歉我們把妳身體弄壞
我會開始養生 希望你還能做愛
我正要往你那出發 我會努力到達
把杜振熙交給你 我希望你也鼓勵到他
如果想起什麼寫些什麼還我
給你孩子聽 跟他說你是我
如果他喜歡 摸摸他的頭說 你識貨
教他聽 Hip Hop 就像你試過",662426,zh,zh,zh
Theres More than One Murderer 兇手不只一個,rap,Xiao Ren,2013,241,{},"[Verse 1]
有個高中生從大樓跳下傷重不治
有個父親看著新聞指責這個高中生的不是
然後他對他兒子說 自殺是不孝的
趕快去念書 還要靠你養的
有個校長得知校內有個學生尋死
馬上連絡電視台 請求不要公開學校的名字
有個網友看到這則新聞馬上po
譴責少年逃避現實的留言馬上多
有個路人 曾看到被毆打的死者
死者看著路人 路人只是看著死者
有群記者 對死者的雙親窮追不捨
問說「兒子死了 會不會覺得不捨」
而有個官員 則是把這件事當消遣
因為可以轉移他那誹聞的焦點
刑警在現場發現死者虐貓的照片
上面寫著「你要以死來作為道歉」

[Hook]
兇手不只一個 死者不只一個
被害的加害者 加害的被害者
人們何時開始如此彼此對待著
受傷的人不只一個 傷害的人不只一個
有些傷看不見的 人如此彼此對待著
[Verse 1]
死者生前被霸凌的新聞登上版面
有個媽媽覺得無聊 就把報紙翻面
她小孩吵著要走 她叫他不要插嘴
然後牽著小孩的手在超商裡插隊
有個少年看著自己的錢被用馬桶沖走
旁邊的同學圍著他 喊著「兇手」
他回到家裡發現臉書被人灌爆
有個留言寫著「幹！你殺人犯！操」
他爸問他為何要逼同學走上絕路
他說他只是看不慣人欺負動物
他爸說「算了，重點是把大學考到」
那天夜裡他看著手腕拿起了小刀
有群女孩笑著討論那割腕的少年
有一個說死了也好 長得很討厭
有名刑警 聽著她們對話打了冷顫
他在想 這些人是沒殺人的殺人犯

[Hook]

[Verse 3]
刑警前往禮堂 但步伐很勉強
他受邀針對校園暴力作一場演講
身旁經過的學生 他們笑容洋溢
他不確定 那是否只是種防禦
他想起自己的女兒 也正值這歲數
而有些熱情在這個年紀就結束
他自認和女兒相處的很好 沒太多爭吵
但有時也會擔心對她其實所知甚少
有個老師邊抱怨學生邊帶著他到會客室
他感覺到自己的耐性正在被測試
老師模仿起偵探說：「犯人只有一個」
刑警心想 錯 犯人不只一個
有些指紋沒留下
那致命傷沒多大
而死者不說話
案件布幕已落下
[Hook]",664696,zh,zh,zh
Things Changed 變了好多,rap,Xiao Ren,2015,120,"{""MC HotDog"",""J. Wu"",Dwagie}","[Verse 1]
從說話到電話 從踹共到哀鳳
從寫信到簡訊到現在有LINE用
從見面頻繁到變少 生活品管都變好
孩子玩膩了玩具現在要平板的電腦
從考場到職場 升學到升職
從何時開始我們也都會避免爭執
現在才知道什麼是時間 什麼是錢
什麼是連想說都無法肺腑之言
曾想要上了誰 上了什麼舞台 是否上了前去
還是到現在才發現 只是上了年紀
那尚未改變的 我們不去過意
但改變的 我們過意不去
那個店員現在已經不在這裡幹了
那個以為不會變的愛也慢慢淡了
那個看淡的那一個 燦爛的那一刻 輾轉的又回到心裡了

[Chorus]
一切變了好多 變了好多 變了好多
你是否抓住什麼 你能否抓住什麼
一切變了好多 變了好多 變了好多
你是否抓住什麼 你能否抓住什麼
[Verse 2]
談不上是成功 但也不算失敗
但對外 我總得擺出王者的姿態
什麼都好 除了有點寂寞之外
我感慨 她怎麼也從少女變成師奶
我身邊的女伴一直換 粉絲讚美我的話總在我耳邊一直轉
討厭我的人 對我還是一直幹
我就是騎著那台爛車 你幹嘛一直看 我為何一直盼
Too Young To Die Too Old To Cry
我的故事它開始倒帶 還不夠精彩 也不算悲哀
也難怪 我出的故事書都沒人要買
有人賣帥 有人賣奶 有人賣人脈 光怪陸奇的年代
最難墮的胎 是我腦袋的鬼胎 又是一個睡不著的夜 我活該 Shit..

[Chorus]

[Verse 3]
鏡中的臉孔 是沒情緒的面容
那少年已不再打電動 不再望向天空
表情跟心情都像冰 忘記 有多久光陰
沒笑到忘情 或哭得特別傷心
還記得以前難過 總無法下次再說
現在心事再多 卻已習慣不開口
還記得 小時候哭著哭著就笑了 長大後卻笑著笑著就哭了
生命的重往往 超乎想像 眼睛已不再常常 閃著光芒
只能不停對自己說不能疲憊 不可以被 擊退
自己陪 自己醉 後快挺直脊椎
也學會痲痹痛覺 學會孤單不再害怕 醉了不再流淚
原來只有我 沒有我們 只有結果沒有過程
感性和天真 就先留在玩具反斗城
[Chorus]",664723,zh,zh,zh
Mr. Almost 差不多先生,rap,MC HotDog,2008,5216,{},"[Intro]

[Verse 1]
我抽著差不多的煙 又過了差不多的一天
時間差不多的閒 我花著差不多的錢
口味要差不多的鹹 做人要差不多的賤
活在差不多的邊緣 又是差不多的一年
一個差不多的台北市 有差不多的馬子
差不多又幹了幾次 用著差不多的姿勢
看著差不多的電視 吃著差不多的狗屎
寫著差不多的字 又發著差不多的誓
差不多的夜生活 又喝著差不多的酒
聽著差不多的音樂 喝醉差不多的糗
有著差不多的絕望 做著差不多的夢
穿著差不多的衣服 腦袋差不多的空
差不多的掛 我說著差不多抱怨的話
時間也差不多了 該回我那差不多的家
差不多的瞎 指鹿為馬 都差不多嘛
繼續吧 繼續瞎子摸象吧 有差嗎

[Hook]
我是差不多先生 我的差不多是天生
代表我很天真 也代表我是個賤人
這差不多的人生 這個問題艱深
差不多先生 我的差不多是天生
代表我很天真 也代表我是個賤人
這差不多的人生 總在見縫插針
[Verse 2]
差不多的反覆 總是差不多又義無反顧
差不多的感觸 總是差不多又愁雲慘霧
差不多的孤 差不多的獨
一條差不多的路 我吃著差不多的苦
我嗑著差不多的藥 又睡了一場差不多的覺
差不多的煩惱 差不多要把我逼瘋掉
差不多的 糟 差不多的 妙
差不多的 ㄋㄠ 又差不多的 屌
差不多的中國風 差不多要把耳朵蒙
歹戲拖棚 差不多要幫你送個鐘
差不多的歌手擺著差不多的烏龍
差不多的麥克風唱差不多的呼嚨
都在哭窮 差不多都像個豬頭
偏偏我和他們差不多是豬朋狗友
撒 差不多的謊 虎爛差不多的強
罵人差不多的嗆 不然你要怎麼樣

[Hook]

[Verse 3]
差不多的你 差不多的我
差不多的他 差不多的她
媽的差不多想發達
差不多打著哈哈 她罵著XX
嘎嘎烏拉拉 都差不多的咖
差不多先生 他像個笑話
有人又在叫罵
差不多要跳不起來 還是要跳躍吧
差不多像烏龜 讓烏龜烏龜翹吧
這差不多的人生 他妙嗎
差不多要力爭上游 想游到上游
差不多在心裡默念阿們還有佛陀 不能放牛
差不多的生活很街頭 再差一點你就變成街友
我唱了八十八個差不多 都差不多
差不多 先生不會在乎這麼多
日子應該怎麼過 差不多的2008怎麼豁
我是差不多先生 熱狗
我是差不多先生

我是差不多先生

[Hook]

我是差不多先生",664622,zh,zh,zh
離開 Go Away,rap,MC HotDog,2012,1233,{A-Yue},"[MC Hot Dog]
我忘了怎麼溝通 甚至忘了怎麼寫字
我沒法打字的話就沒有辦法解釋
我對著電腦 而晝夜開始顛倒
活在視窗裡 彷彿永遠不會變老
我不需要治裝 只是屁股偶爾會長痔瘡
滑鼠是我的翅膀
在虛擬的世界裡 我戴上面具
在數不盡的日夜裡 我像是編劇
在Real World 我用真名說假的話
Another World 我用假名說真的話
有點疑惑 我也開始變得有點掙扎
在我的兩個世界裡 分不清真假
我對著鍵盤敲打 “你也是這樣嗎”
我故作瀟灑 “你也寂寞嗎”
一起數落這個世界是我們活該嗎
既然已經離不開了 那就一起罵

[A-Yue]
我永遠不知道明天會發生什麼事
結果到底會如何要怎麼面對
我是個凡人我不堅強我沒有力氣
偶爾夜晚會流下莫名的淚水
住在擁擠的城市裡卻迷失在人群
而我偉大的目標又是在哪裡
而我的驕傲我的信心都已看不清
還有誰會指引我前面的道路
[MC Hot Dog]
找到真實的自己 這過程或許有點痛
這節奏太緊繃 沒過門 有點重
我的臉 有點臭 我的頭 開始空
我一直坐在電腦前到早上九點鐘
太多的部落格 太多的密碼
太多的信箱 養了隻草泥馬
什麼時候我的世界變得如此複雜
報新聞的來源都是 網友說的話
但我離不開它 離不開八卦
像個小呆瓜 還以為自己頭腦發達
我只是想找個人 陪我說說話
它是我出口的門 陪我看世界有多大
太多的過客 太多的陌生人
太多的部落客 我愛上陌生人
又或者我對他們比家人還真誠
已經離不開了 當我打開了這個門

[A-Yue]：
也許我應該看透世界上每一件事
感覺不清楚是我太在乎自己
當太陽的光慢慢爬進凌亂房間裡
發現我像個不懂事的小流氓
遊走在盡頭我好想要快點飛起來
可以飛越我想要到達的地方
當我抬頭我知道上帝不會丟下我
讓我有勇氣瞭解痛苦和美麗
[MC Hot Dog]
沒有人要聊天 大家都在玩手機
你錯字連篇 當你手上握著筆
不需要言語 只需要app
無聊的鄉民 擠爆了PTT
在虛擬的世界 或許認真就輸了
我說FUCK PTT 鄉民們全都哭了
萬人響應 無人到場 又如何
只會在網路上放話 我聽你胡扯
你哭啊 你哭啊 沒有電腦要怎麼活
Put your hands up 哈哈 全部都有電腦手
在真實的世界你說 Life is a struggle
在虛擬的世界 一切都像是一場秀
就連上帝也為它瘋狂 誰都一樣
我的字典裡從來沒有放棄了上網
我怎麼忘記了 離不開這框框
我的生活晃蕩 每天上...

[A-Yue]
離開我的城市 離開我的世界 離開我的面具 離開我的懦弱
離開我的自己 離開我的害怕 離開留下眼淚我也不在意
離開我的城市 離開我的世界 離開我的面具 離開我的懦弱
離開我的自己 離開我的害怕 離開留下眼淚我也不在意

[MC Hot Dog]
每天重複著 開機 關機 待機 當機了沒有關係
再按一下 開機 關機 待機 當機了沒有關係
我始終在 開機 關機 待機 當機也沒有關係
我離不開 開機 關機 待機 當機",664643,zh,zh,zh
We All Have Problems 我們都有問題,rap,Soft Lipa,2013,553,{N.CHEN},"[Verse 1]
我們都有問題 都很難入睡
我們都有問題 造成很多誤會
我們都有問題 圍繞著是非
我們都不知道怎麼處理我們的問題
我們很像 都說我們沒有問題
也都堅持我們不一樣
隔著防備 卻不知不覺被影響
其實 我只想對你講

[Hook]
我們都很好 我們都不好
我們讓彼此難過 (那些到底算是誰的錯) 都別爭了
我們都很好 我們都不好
那些傷害人的話 (那些只是氣話其實我..) 都別說了
因為我們都有問題
因為我們都有問題

[Verse 2]
我們知道自己弱點 但說得堅強
一道道證明題 都解得牽強
但為了闡述我的理想 激昂地演講
也為了攻破你 用力地回想
我們那些很扯的過去
成為彼此批判的字句
用我的秩序鎮壓 是黨的勝利
戰火燒過之後 剩下仿的正義
不同的個體 不同的靈魂
卻總要對方了解自己 特別是情人
我們的爭吵已是不紅的新聞
我們讓嘴用來傷人 不重視親吻
針鋒相對的刺蝟 瀟灑的話是自衛
我們的智慧 是沒法為彼此交換位置
一直只想對峙 忘了尊嚴和面子是兩回事
[Hook]
我們都很好 我們都不好
我們讓彼此難過 (那些到底算是誰的錯) 都別爭了
我們都很好 我們都不好
那些傷害人的話 (那些只是氣話其實我..) 都別說了
因為我們都有問題
因為我們都有問題

[Verse 3]
是什麼一點一點累積 越來越不能忍耐
一點一點消逝 一刻也不能等待
越來越沒默契 錯誤的翻譯
就連玩笑都被解釋成責怪
原本 能笑看對方超越自己底線
漸漸 卻像是睫毛掉進眼睛裡面
當冷漠不斷擴張在愛恨之間
最後 兩個熟識的人就從此失聯
所以當我們已經對著不同角落放空
我只想讓我們關係善終
讓我們不受情緒搧動
用理智收起一些放縱
即使不能歡送彼此
讓我們想起初衷 不是比較 是微笑
不是計較著 把什麼賠掉
笑著接受 緣份是難以預料的
不管被加入還是去掉了
[Hook]
我們都很好 我們都不好
我們讓彼此難過 (那些到底算是誰的錯) 都別爭了
我們都很好 我們都不好
那些傷害人的話...

我們都很好 我們都不好
我們讓彼此難過 (那些到底算是誰的錯) 都別爭了
我們都很好 我們都不好
那些傷害人的話 (那些只是氣話其實我..) 都別說了
因為我們都有問題
因為我們都有問題
因為我們都有問題 有問題
有問題",664650,zh,zh,zh
